标题,发表时间,来源
俄总统新闻秘书确诊感染新冠病毒,2020/5/13 17:12,国际
截至1月14日17时绥化市累计新冠肺炎确诊病例92例 无症状感染者110例,2021/1/14 19:44,各地动态#防控疫情，各地在行动#【权威发布】黑龙江省全力做好新型冠状病毒肺炎疫情防控工作#黑龙江频道#王思迪#人民网专稿#最新通报#抗疫情
世卫组织：中国以外新冠确诊病例达11414957例,2020/7/8 14:43,人民健康网
湖北产的食用盐带有新冠病毒？谣言！,2020/4/26 16:59,食品#人民健康网
全球疫情简报：法国累计新冠确诊病例超200万例 东京奥运会将如期举行,2020/11/18 14:16,深度报道#国际#滚动新闻#欧洲#全球抗疫进行时
约翰斯·霍普金斯大学：美国新冠死亡病例超17万例,2020/8/17 18:01,国际#美洲#独家稿库#全球抗疫进行时
世卫组织：中国以外新冠确诊病例达10837037例,2020/7/5 16:11,国际
巴基斯坦新冠确诊病例超八万,2020/6/4 0:40,亚太#滚动新闻#国际
世卫：新冠血浆疗法或损伤肺部 飞人博尔特疑染病,2020/8/25 23:06,美国频道
阻击新冠肺炎，这类药是“协警”而非“帮凶”,2020/4/27 16:33,国内
巴西新冠确诊病例累计超413万 总统之子宣布康复,2020/9/7 22:05,贵州频道#采编人员信息统计#国际要闻#陈晶晶#频道稿件编辑统计查询
全球新冠确诊病例逾375万例,2020/5/10 18:10,北京频道#国内资讯
印尼新冠肺炎新增确诊病例4176例再创新高 累计248852例,2020/9/22 1:05,国际#独家稿库#亚太#徐伟#徐伟#滚动新闻#全球抗疫进行时
勤务兵“中招”　特朗普将每天接受新冠检测,2020/5/9 16:40,滚动新闻#国际#美洲#政府动态
美国南卡罗来纳大学逾千名学生感染新冠病毒,2020/9/4 16:32,人民健康网
研究显示新冠病毒去年年底可能已全球传播,2020/5/8 16:47,频道稿件编辑统计查询#陈晶晶#国际要闻#采编人员信息统计#贵州频道
马来西亚新冠确诊病例超七千,2020/5/21 6:04,滚动新闻#社会| 法治#上海频道#要闻
新冠肺炎会变成慢性病吗？专家回应了,2020/4/25 18:37,吉林频道
新冠肺炎疫情外，警惕一场“谣言流行病”,2020/6/10 19:18,健康
世卫组织：全球累计新冠确诊病例达30675675例,2020/9/21 15:40,江西频道#国内国际
菲众议长卡耶塔诺呼吁东盟开展应对新冠肺炎区域合作,2020/8/15 17:14,南亚东南亚视窗
湖北省卫健委：19日新增新冠肺炎确诊病例0例,2020/9/20 17:16,关喜艳#湖北频道#新闻中心#热点专题#聚焦新型冠状病毒性肺炎
《柳叶刀》子刊发表中国一款新冠病毒灭活疫苗初步临床试验结果,2020/10/16 11:11,时事·财经#要闻聚焦#编辑稿件统计#人民网海南频道#刘杨
湖北全省新增新冠肺炎确诊病例0例,2020/8/3 17:19,湖北频道#热点专题#新闻中心#聚焦新型冠状病毒性肺炎#周倩文
印尼新冠肺炎累计确诊病例升至32033例,2020/6/9 1:11,国际#滚动新闻#独家稿库#徐伟#亚太
韩国连续一周单日新增新冠病例低于200例,2020/9/10 16:13,抗击新冠肺炎疫情#滚动#韩国频道#专题#社会
美国新冠确诊病例超585万例 死亡超18万,2020/8/28 21:18,国际#美洲#郑琪#独家稿库#滚动新闻
德国加强新冠肺炎疫情防控,2020/3/4 14:26,陕西频道#国际#滚动新闻
#新冠肺炎最新动态#【#德国首例新冠肺炎...,2020/2/13 23:11,
英国新冠死亡病例超过1.4万,2020/4/18 18:15,国际要闻
世卫组织：中国以外新冠确诊病例达11242470例,2020/7/7 16:01,国际#陕西频道#滚动新闻
做好上海内蒙古中风险地区 新冠肺炎疫情输入防范应对工作,2020/11/24 7:51,宁夏要闻
香港大学证实有康复者二次感染新冠病毒 属全球首例,2020/8/25 15:54,安徽新闻列表#国内新闻
意大利积极应对新冠肺炎疫情,2020/2/25 16:16,人民网海南频道#编辑稿件统计#时事·财经#要闻聚焦#潘惠文
9月13日辽宁无新增新冠肺炎确诊病例,2020/9/14 15:54,头条二
世卫组织：全球累计新冠确诊病例达30675675例,2020/9/21 16:50,人民健康网
世卫组织：全球累计新冠确诊病例达30675675例,2020/9/21 15:36,北京频道
九旬新冠肺炎患者治愈出院,2020/2/21 16:22,高清图库#南昌#江西频道#南昌要闻#江西要闻
伊朗议长新冠病毒检测结果呈阳性,2020/4/3 17:24,国际#新冠肺炎疫情蔓延 全球携手战“疫”#滚动新闻#中东
美国新冠肺炎确诊556万 死亡超17万,2020/8/21 16:10,国际#美洲#滚动新闻#独家稿库#全球抗疫进行时#张梦旭
研究显示新冠病毒去年年底可能已全球传播,2020/5/7 23:43,滚动新闻#健康#陕西频道
德美共同研发的新冠疫苗三期试验最终有效率达95%,2020/11/19 8:52,贵州频道#采编人员信息统计#吴锋#国际要闻#频道稿件编辑统计查询
印尼新冠肺炎新增确诊病例3269例，累计187537例,2020/9/5 1:10,亚太#滚动新闻#徐伟#国际
世卫组织：中国以外新冠确诊病例达11039939例,2020/7/6 17:05,上海频道#要闻#滚动新闻#美食| 健康#国际
英学者：新冠病毒可能早已“休眠”于全球多地,2020/7/8 21:41,英国频道
美国新冠肺炎确诊556万 死亡超17万,2020/8/21 21:40,美国频道
疫情加高温，夏季防“新冠”仍不可松懈,2020/6/24 17:36,贵州频道#采编人员信息统计#健康养生#频道稿件编辑统计查询#顾兰云
世卫组织：中国以外新冠确诊病例达11039939例,2020/7/6 15:11,国际
英国计划进行大规模常规新冠检测 以遏制病毒传播,2020/8/20 16:22,人民健康网
世卫组织：中国以外新冠确诊病例达10837037例,2020/7/5 15:59,国内国际#江西频道
俄专家驳斥“新冠病毒人造论”,2020/4/22 16:30,国际#欧洲#滚动新闻
德国加强新冠肺炎疫情防控,2020/3/4 16:00,新闻中心#湖北频道#环球#周恬#国际
美疾控中心：美国累计新冠死亡病例到11月初可能近24万例,2020/10/16 13:49,美国频道
辽宁新增5例本土新冠肺炎确诊病例 沈阳2例大连3例,2020/12/30 8:20,地方报道#人民健康网
男性更容易感染新冠病毒吗？,2020/4/20 16:08,人民健康网#疾病
【#德约科维奇证实自己新冠检测阳性#】当...,2020/6/23 20:29,
法国新冠确诊病例增至149071例,2020/5/29 16:17,滚动新闻#欧洲#国际
国药新冠疫苗再获临床试验批件,2020/4/28 16:51,四川频道#卫生
9日江苏新增境外输入新冠肺炎确诊病例1例,2021/2/10 10:44,社会#江苏频道
印尼新冠肺炎新增确诊病例4267例 累计突破37万例,2020/10/21 17:03,国际#独家稿库#亚太#滚动新闻#全球抗疫进行时#徐伟
新冠肺炎疫苗、无人接种舱……上海这一万多平方米将成为全球焦点,2020/11/3 10:10,上海频道#教育| 科技#滚动新闻
马来西亚新冠确诊病例超七千,2020/5/21 5:38,国际#滚动新闻#亚太#全球抗疫进行时
新冠疫情致意大利死亡率飙升 病毒检测机构现乱象,2020/12/3 8:50,人民健康网
重庆：新冠肺炎无症状感染者中药制剂获批,2020/5/1 11:09,陈琦#原创
英学者：新冠病毒可能早已“休眠”于全球多地,2020/7/8 13:49,国际#欧洲#滚动新闻
世卫组织：全球累计新冠确诊病例达22812491例,2020/8/23 16:26,人民健康网
全球累计新冠确诊病例超3000万例 欧盟多国疫情出现反弹,2020/9/18 17:30,国际#滚动新闻#每日全球疫情要览#独家稿库
新冠疫情背后——人与自然关系的思考,2020/9/27 15:08,安亭时评#专题#上海社区#上海频道#滚动新闻#街镇特辑.安亭
北青报：从两大视角看英美新冠族裔光谱,2020/5/9 15:57,观点#每日最新评论#政经·国际
8日江苏新增境外输入新冠肺炎确诊病例1例,2020/11/9 14:18,社会#江苏频道
巴西总统博索纳罗确认新冠病毒检测呈阳性,2020/7/8 16:35,人民健康网
河北邢台新冠病毒基因测序结果公布 与欧洲输入病毒高度同源,2021/1/8 8:36,人民健康网#健康舆情
新冠病例增加 美航母坚持复航,2020/5/20 16:33,国际新闻#内蒙古频道
意大利多地夏令营有儿童感染新冠 引发高度关注,2020/7/17 17:22,人民健康网
科普：气温升高能否减缓新冠病毒传播,2020/4/28 18:06,安徽新闻列表#教育
委内瑞拉制宪大会主席确诊感染新冠病毒,2020/7/11 0:01,滚动新闻#美洲#国际
研究显示新冠病毒去年年底可能已全球传播,2020/5/8 16:27,人民健康融媒体联盟#人民健康网#健康舆情#人民日报
俄罗斯累计确诊新冠感染病例超过80万,2020/7/25 1:23,人民网俄罗斯分公司报道集#国际#消息#俄罗斯频道#社会#滚动新闻#独家稿库#滚动
研究显示新冠病毒去年年底可能已全球传播,2020/5/8 15:55,国际#张颖#湖北频道#新闻中心#环球
勤务兵“中招” 特朗普将每天接受新冠检测,2020/5/9 17:13,内蒙古频道#国际新闻
云岩区部署秋冬季新冠肺炎疫情防控工作,2020/9/9 16:54,频道稿件编辑统计查询#地方网群#头条#贵州频道#采编人员信息统计#郜林筱#云岩视窗
综合消息：中东各国新冠疫情发展不一 地区贫困状况不断恶化,2020/10/19 7:52,深度报道#国际#全球抗疫进行时#滚动新闻#中东
美国专家担忧示威或致新冠疫情恶化,2020/6/5 0:29,聚焦美国#美国频道#滚动新闻
勤务兵“中招” 特朗普将每天测试新冠,2020/5/9 16:55,采编人员信息统计#贵州频道#频道稿件编辑统计查询#陈晶晶#国际要闻
阿富汗大国民会议多名代表新冠检测呈阳性,2020/8/10 17:01,国际·军事
世卫组织：中国以外新冠确诊病例达11039939例,2020/7/6 16:34,国内国际#江西频道
“跛脚村医”的大爱与坚守 四川省抗击新冠疫情先进个人黄永剑小记,2020/11/20 14:50,市州#四川频道
罗马尼亚将新冠防控戒备状态再次延长一个月,2020/7/16 17:49,国际要闻
全球首款新冠灭活疫苗Ⅲ期临床试验在秘鲁启动,2020/8/21 16:22,科技#医学健康
中国境内新冠肺炎确诊病例累计治愈率94.3%,2020/6/7 18:13,时政
机构预测：到12月初美国新冠死亡人数可能近30万,2020/8/8 23:51,国际#美洲#滚动新闻#独家稿库
德国新冠疫情基本传染数回升至1.0,2020/4/29 17:55,国际新闻#内蒙古频道#图片新闻
广东宏远外援马尚·布鲁克斯确诊感染新冠病毒,2020/7/21 18:32,体育
德美共同研发的新冠疫苗三期试验最终有效率达95%,2020/11/19 8:14,国际
刚果（金）新冠肺炎病例过百,2020/4/1 19:53,滚动新闻#非洲#国际
世卫:卫生服务不平等是新冠流行关键之一,2020/5/14 15:31,社会#江苏频道#国内·国际
美国新冠肺炎确诊病例超过1300万 11月新增确诊病例已超380万,2020/11/28 8:17,美洲#国际#全球抗疫进行时#滚动新闻#独家稿库#李志伟
世卫组织：全球累计新冠确诊病例达29444198例,2020/9/17 18:19,国际
国家卫健委：2日新增新冠肺炎确诊病例10例 均为境外输入病例,2021/3/3 11:21,国内#滚动新闻#陕西频道#要闻
美国日增新冠确诊病例超13万 多项指标刷新纪录,2020/11/12 13:46,美洲#国际#滚动新闻#全球抗疫进行时
国家卫健委派出工作组指导协助处置大连新冠肺炎聚集性疫情,2020/12/25 13:11,要闻
世卫组织：中国以外新冠确诊病例达10837037例,2020/7/5 16:11,国际
联合国秘书长：新冠疫情正改变世界 国际社会应保持警觉,2020/9/3 23:40,全球抗疫进行时#滚动新闻#国际
世卫组织：中国以外新冠确诊病例达10837037例,2020/7/5 17:27,国际#陕西频道#滚动新闻
法国新冠死亡病例超2.5万例,2020/5/5 16:22,滚动新闻#欧洲#国际
美网开战即传“噩耗”球员首现新冠病毒阳性,2020/9/1 17:28,四川频道#体育
新冠病例激增　美国人焦虑感“触顶”,2020/7/3 17:09,国际·军事
新冠疫情半年回望 穿越寒暑 无问西东,2020/7/31 14:59,国内·国际
意大利积极应对新冠肺炎疫情,2020/2/25 17:16,上海频道#要闻#国际#滚动新闻
研究显示新冠病毒去年年底可能已全球传播,2020/5/8 1:29,江西频道#国内国际
巴基斯坦新冠确诊病例数超20万,2020/6/29 16:39,南亚东南亚视窗
日本连续3天新增新冠病例超过千例,2020/8/22 18:48,日本频道#社会#滚动新闻
《抗击新冠肺炎疫情的中国行动》白皮书将发布,2020/6/6 15:51,陕西频道#国内#滚动新闻
#新冠肺炎最新动态# 【#黑龙江新增新冠...,2020/1/26 9:04,
巴西累计新冠肺炎致死人数超16万 死亡病例呈下降趋势,2020/11/3 8:34,人民健康网
世卫组织：中国以外新冠确诊病例达10272430例,2020/7/2 17:27,国内国际#江西频道
新闻分析：死亡病例突破20万之际看美国新冠疫情新挑战,2020/9/24 8:25,国际
疫情严峻 印度政府预测2021年2月半数人口或染新冠,2020/10/21 8:42,人民健康网
印尼新冠肺炎新增确诊病例2447例 累计157859例,2020/8/26 3:00,滚动新闻#独家稿库#亚太#全球抗疫进行时#徐伟#国际
世卫组织：中国以外新冠确诊病例达10272430例,2020/7/2 16:03,江西频道#国内国际
研究显示新冠病毒去年年底可能已全球传播,2020/5/8 20:31,健康
美国新冠感染病例超过693万 儿童病例超过58.7万例,2020/9/24 9:46,美国频道
加拿大新冠肺炎确诊病例数过万,2020/4/3 17:19,国际
世卫组织：全球累计新冠确诊病例达29155581例,2020/9/16 15:27,江西频道#国内国际
科普：气温升高能否减缓新冠病毒传播,2020/4/27 17:21,人民健康网
华刚矿业在海外多举措抗击新冠疫情,2020/5/12 2:32,国际#非洲#滚动新闻#独家稿库
综述：中欧合作助力全球新冠疫苗研发“提速”,2020/6/25 6:09,滚动新闻#亚太#全球抗疫进行时#国际
世卫组织：中国以外新冠确诊病例达10837037例,2020/7/5 16:54,国际资讯#北京频道
专家:尚无足够证据证明新冠病毒母胎垂直传播,2020/7/12 4:08,国内·国际#江苏频道#健康#滚动
25日湖北新增新冠肺炎确诊病例0例,2020/8/26 19:38,实况武汉#本网原创#最新播报#关喜艳#热点专题#湖北频道#新闻中心#聚焦新型冠状病毒性肺炎
研究发现新冠病毒可能会感染宿主肠细胞,2020/5/20 18:14,滚动新闻#欧洲#国际
全球新冠肺炎确诊病例超1亿2734万,2021/3/31 21:53,国际视频#视频新闻中心#热点视频滚动播
新疆新冠肺炎疫情防控工作指挥部召开视频会议,2020/7/18 4:58,新疆频道#滚动新闻#科教·社会#新疆新闻#要闻#应对新型冠状病毒肺炎疫情 新疆在行动
内地首批10万剂新冠疫苗运抵澳门,2021/2/6 20:31,视频新闻中心#时政新闻#热点视频滚动播
山东省烟台市新增1例境外输入新冠肺炎无症状感染者,2020/10/19 15:48,关喜艳#湖北频道#健康#新闻中心
上海3月22日无新增本地新冠肺炎确诊病例 新增境外输入1例,2021/3/23 10:06,上海频道
世卫组织：中国以外新冠确诊病例达10448516例,2020/7/3 17:12,国际
新冠病例激增　美国人焦虑感“触顶”,2020/7/3 17:52,观点#聚焦美国#美国频道
世卫组织：全球累计新冠确诊病例达21989366例,2020/8/20 16:51,国际要闻
美国新冠确诊病例超595万 超750所大学出现病例,2020/8/31 16:33,美国频道
